Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
B_up,9/20/10,14:57:00,23.4,14.8,5.06,0.49
B_up,9/20/10,15:12:00,22.7,8.36,2.44,0.60
B_up,9/20/10,15:14:30,25,61.2,,3.94
B_up,9/20/10,15:15:30,25.4,79.9,,7.06
B_up,9/20/10,15:18:30,25.9,203,,20.06
B_up,9/20/10,15:17:00,26.9,154,,13.95
B_up,9/20/10,15:20:00,21.7,260,,20.74
B_up,9/20/10,15:21:30,25.5,379,,35.34
B_up,9/20/10,15:24:20,25.8,419,,42.92
B_up,9/20/10,15:26:00,17.4,371,,26.01
B_up,9/20/10,15:27:45,27,469,,46.02
B_up,9/20/10,15:29:30,26.8,467,,45.26
B_up,9/20/10,15:38:30,26.6,421,,40.14
B_up,9/20/10,15:44:00,25.5,331,,32.23
B_up,9/20/10,15:51:30,26.4,266,,25.69
B_up,9/20/10,15:59:00,25.3,213,,18.99
B_up,9/20/10,16:10:00,26.2,149,,12.71
B_up,9/20/10,16:10:00,26.2,139,,12.56
B_up,9/20/10,16:17:00,24.9,101,,9.89
B_up,9/20/10,16:33:30,25.9,76.9,,5.67
B_up,9/20/10,16:55:00,24.4,44.5,,3.01
B_up,9/20/10,17:20:00,26.1,54.5,,1.62
B_up,9/20/10,17:45:00,23.9,20.8,,1.38
