Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
B_up,9/28/10,14:12:00,38.1,13.8,27.2,1.94
B_up,9/28/10,14:20:00,35,12.4,20.4,1.50
B_up,9/28/10,14:26:00,34.4,22,,2.36
B_up,9/28/10,14:31:00,35,83.4,,8.56
B_up,9/28/10,14:32:00,34.9,143,,13.79
B_up,9/28/10,14:33:00,35.6,178,,17.04
B_up,9/28/10,14:34:00,36.8,225,,21.52
B_up,9/28/10,14:35:00,37.2,279,,26.02
B_up,9/28/10,14:37:00,37.7,352,,33.46
B_up,9/28/10,14:38:00,38.3,399,,37.80
B_up,9/28/10,14:39:00,38,398,,37.75
B_up,9/28/10,14:41:00,38.7,440,,41.63
B_up,9/28/10,14:46:00,33.3,497,,46.60
B_up,9/28/10,14:59:00,30.5,437,,38.88
B_up,9/28/10,15:08:00,29.3,367,,32.63
B_up,9/28/10,15:14:00,29.8,314,,28.30
B_up,9/28/10,15:25:00,27.6,223,,19.36
B_up,9/28/10,15:35:00,26.7,178,,15.52
B_up,9/28/10,15:50:00,24.3,106,,9.34
B_up,9/28/10,16:07:00,24.8,70.9,,6.59
B_up,9/28/10,16:30:00,22.8,47.6,,3.41
B_up,9/28/10,17:00:00,21.7,31.1,,1.98
