Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
A_up,6/14/11,12:35:00,17.2,9.78,2.19,0.565
A_up,6/14/11,12:49:00,25.3,,15.6,1.49
A_up,6/14/11,12:50:00,24.2,,14.2,1.58
A_up,6/14/11,12:51:00,39,,38.8,4.1
A_up,6/14/11,12:52:30,48.8,,50.5,5.25
A_up,6/14/11,12:54:00,77.4,,105,10.1
A_up,6/14/11,12:55:00,98.9,,133,13.5
A_up,6/14/11,12:56:00,105,,166,15.4
A_up,6/14/11,12:57:00,88.1,,157,14.3
A_up,6/14/11,12:58:00,113,,249,18.7
A_up,6/14/11,12:59:00,162,,261,25.1
A_up,6/14/11,13:00:00,169,,282,26.1
A_up,6/14/11,13:01:00,166,,247,23.4
A_up,6/14/11,13:02:00,178,,300,28.7
A_up,6/14/11,13:07:00,187,,317,28.7
A_up,6/14/11,13:12:00,167,,265,25.7
A_up,6/14/11,13:19:00,152,,225,21.6
A_up,6/14/11,13:24:00,135,,177,18.7
A_up,6/14/11,13:30:10,117,,146,14.8
A_up,6/14/11,13:35:00,91.1,,111,11.5
A_up,6/14/11,13:42:00,80.9,,88.8,8.84
A_up,6/14/11,13:53:00,55.6,,44.4,4.88
A_up,6/14/11,14:05:00,41.6,,27.6,2.83
A_up,6/14/11,14:17:00,32.8,,14.2,1.85
A_up,6/14/11,14:37:00,32.8,,10.2,0.995
