Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
B_up,6/14/11,15:07:00,17.1,3.05,8.58,0.579
B_up,6/14/11,15:15:00,16.7,5.67,4.31,0.481
B_up,6/14/11,15:21:00,17.2,13.9,,2.38
B_up,6/14/11,15:22:10,17.2,41.9,,4.78
B_up,6/14/11,15:23:30,16.3,68.6,,7.11
B_up,6/14/11,15:25:00,17.6,95,,9.31
B_up,6/14/11,15:26:30,17.7,177,,16.3
B_up,6/14/11,15:28:00,17.8,291,,20.8
B_up,6/14/11,15:29:15,16,256,,18.3
B_up,6/14/11,15:30:00,18,303,,23
B_up,6/14/11,15:31:00,18.7,338,,24.9
B_up,6/14/11,15:32:00,18.5,332,,26.1
B_up,6/14/11,15:33:00,18.5,344,,27.7
B_up,6/14/11,15:36:00,18,375,,27.7
B_up,6/14/11,15:43:00,18.4,353,,25.3
B_up,6/14/11,15:49:00,17.7,298,,23.6
B_up,6/14/11,16:00:00,17.9,207,,16.4
B_up,6/14/11,16:15:00,18.3,88.4,,9.19
B_up,6/14/11,16:30:00,17.8,48.7,,4.65
B_up,6/14/11,16:56:00,17.8,17.8,,1.62
B_up,6/14/11,16:56:00,18.3,20.6,,1.51
B_up,6/14/11,17:05:00,17.4,14.4,,1.27
B_up,6/14/11,17:05:00,17.6,6.19,,1.16
