Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
B_down,7/30/10,13:00:00,3.66,11.5,2.38,0.06
B_down,7/30/10,13:00:30,5.39,20.3,3.74,0.14
B_down,7/30/10,13:04:00,2.58,18.2,,0.08
B_down,7/30/10,13:05:00,2.65,96.8,,4.02
B_down,7/30/10,13:05:30,2.54,290,,14.34
B_down,7/30/10,13:06:00,3.03,455,,22.63
B_down,7/30/10,13:06:30,3.28,496,,24.24
B_down,7/30/10,13:07:10,2.9,526,,26.80
B_down,7/30/10,13:07:30,3.09,534,,27.29
B_down,7/30/10,13:08:00,2.7,531,,27.53
B_down,7/30/10,13:09:00,2.11,407,,17.43
B_down,7/30/10,13:10:00,2.99,470,,22.55
B_down,7/30/10,13:11:30,2.76,375,,19.30
B_down,7/30/10,13:13:00,2.73,302,,15.57
B_down,7/30/10,13:15:00,2.98,237,,11.70
B_down,7/30/10,13:17:00,3.06,178,,8.55
B_down,7/30/10,13:20:00,2.97,107,,4.94
B_down,7/30/10,13:24:00,2.25,69.6,,2.90
B_down,7/30/10,13:30:00,2.88,39,,1.34
B_down,7/30/10,13:38:00,2.87,25.2,,0.52
B_down,7/30/10,13:46:00,2.26,23.4,,0.26
B_down,7/30/10,13:56:00,2.23,17.9,,0.17
