Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
A_up,7/16/11,13:11:00,3.86,11,2.78,1.6901
A_up,7/16/11,13:12:30,17,23.4,3.97,2.1633
A_up,7/16/11,13:13:00,5.35,10.8,1.62,1.8246
A_up,7/16/11,13:14:00,5.58,11.4,3.16,1.7777
A_up,7/16/11,13:15:30,9.8,,1.77,1.9916
A_up,7/16/11,13:17:00,15.7,,3.43,3.7583
A_up,7/16/11,13:18:10,40.5,,12.3,8.2655
A_up,7/16/11,13:19:00,73.5,,32,14.7459
A_up,7/16/11,13:20:00,127,,55.9,23.132
A_up,7/16/11,13:21:00,180,,89.4,33.0769
A_up,7/16/11,13:22:00,224,,112,43.5909
A_up,7/16/11,13:23:00,268,,116,47.0431
A_up,7/16/11,13:24:00,276,,122,52.2202
A_up,7/16/11,13:25:00,277,,116,52.9629
A_up,7/16/11,13:27:00,254,,102,47.7677
A_up,7/16/11,13:28:10,234,,86.2,45.5843
A_up,7/16/11,13:29:00,218,,83.8,42.1493
A_up,7/16/11,13:30:10,201,,68,36.3637
A_up,7/16/11,13:32:00,161,,51,30.7523
A_up,7/16/11,13:33:00,147,,43.9,29.2836
A_up,7/16/11,13:34:30,123,,36.5,24.5847
A_up,7/16/11,13:36:00,108,,33.1,22.3559
A_up,7/16/11,13:37:00,98.5,,28.7,19.4079
A_up,7/16/11,13:39:00,81.4,,19,16.9938
A_up,7/16/11,13:41:00,72.1,,17.7,14.4492
A_up,7/16/11,13:43:30,54.5,,11.7,11.5763
A_up,7/16/11,13:45:00,47,,9.4,10.9194
A_up,7/16/11,13:47:00,40.8,,8.08,9.716
A_up,7/16/11,13:50:00,34.1,,5.39,8.0765
A_up,7/16/11,13:54:00,26,,2.18,6.6334
A_up,7/16/11,13:59:00,19.2,,2.77,4.9999
A_up,7/16/11,14:10:00,10.8,,2.16,3.256
A_up,7/16/11,14:22:00,8.28,,0.894,2.4234
A_up,7/16/11,14:45:00,7.6,,0.389,1.9202
