Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl
A_up,7/5/11,15:15:00,46.8,13.1,2.57,0.1903
A_up,7/5/11,15:20:00,46.2,16.2,1.53,0.1764
A_up,7/5/11,15:27:00,47.8,13.2,3,0.1633
A_up,7/5/11,15:28:00,45.3,13.1,1.61,0.168
A_up,7/5/11,15:35:30,63.4,,4.07,1.1654
A_up,7/5/11,15:40:20,125,,35.5,3.8681
A_up,7/5/11,15:43:00,165,,48.7,5.8039
A_up,7/5/11,15:46:00,259,,104,10.4693
A_up,7/5/11,15:48:00,291,,135,12.7321
A_up,7/5/11,15:49:40,380,,185,16.6248
A_up,7/5/11,15:50:30,362,,188,16.0098
A_up,7/5/11,15:53:00,419,,201,16.0486
A_up,7/5/11,15:55:00,474,,210,21.3813
A_up,7/5/11,15:57:00,498,,264,23.0519
A_up,7/5/11,15:59:00,519,,278,24.4721
A_up,7/5/11,16:02:30,548,,282,25.7985
A_up,7/5/11,16:05:00,522,,281,25.7293
A_up,7/5/11,16:08:00,564,,278,25.9172
A_up,7/5/11,16:14:00,515,,254,24.3288
A_up,7/5/11,16:22:00,379,,208,18.3711
A_up,7/5/11,16:30:00,415,,206,18.8935
A_up,7/5/11,16:39:00,368,,171,16.2453
A_up,7/5/11,16:47:00,310,,150,13.6627
A_up,7/5/11,16:58:00,230,,119,9.3381
A_up,7/5/11,17:13:00,225,,96.8,8.9905
A_up,7/5/11,17:25:00,174,,76.1,6.9965
A_up,7/5/11,17:40:00,145,,45.8,4.9176
A_up,7/5/11,17:53:00,128,,39.5,4.0682
A_up,7/5/11,18:06:00,101,,22.8,2.9971
A_up,7/5/11,18:22:00,87,,18.6,2.0858
A_up,7/5/11,18:38:00,58.9,,12.1,1.3236
A_up,7/5/11,18:56:00,69.3,,7.87,1.3363
A_up,7/5/11,19:30:00,61.9,,4.22,0.7428
A_up,7/5/11,20:04:00,54.1,,3.98,0.3764
A_up,7/5/11,20:43:00,58.2,,2.39,0.2814
A_up,7/5/11,21:44:00,54.7,,1.1,0.1806
