Inj,Date,Time,NO3_N,NH4_N,PO4_P,Cl,cor_no3,cor_p,cl_ug,cor_cl,con_no3,con_amb_no3,tot_no3,con_p,con_amb_p,tot_p,no3_cl,log_no3_cl,diff_no3,kw_no3,sw_no3,p_cl,log_p_cl,diff_p,kw_p,sw_p
A_up,7/26/10,12:20:56,2.51,NA,6.35,4.55,0.0062750000000000306,0.27522499999999983,4550,41.30000000000018,0.2805077481041885,2.7905077481041882,2.6465400899554705,0.30992021101220046,6.3999202110122,6.374911241729367,1.519370460048427e-4,-8.792044293931276,-3.800027862038231,-0.01461549177707012,68.42055096420874,0.006664043583535076,-5.011028833992662,-0.11872593556221123,-4.566382137008124e-4,NA
A_up,7/26/10,12:23:26,2.71,NA,6.17,4.52,0.2062750000000002,0.09522500000000012,4520,11.300000000000182,0.07674909330695805,2.586749093306958,2.647657463279919,0.08479657105176529,6.174796571051765,6.1723978195989115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A_up,7/26/10,12:23:56,6.12,NA,6.09,5.06,3.6162750000000004,0.015225000000000044,5060,551.3000000000002,3.7444048796571066,6.254404879657106,6.186837468650805,4.137022090339599,10.227022090339599,7.891930342455398,0.006559541084708869,-5.026834635072475,-0.0348182031794293,-1.3391616607472806e-4,7467.358342994817,2.761654271721393e-5,-10.497095590981811,-5.60479269255136,-0.021556894971351385,46.38887007284569
A_up,7/26/10,12:24:26,15.2,NA,9.75,6.21,12.696275,3.675225,6210,1701.3000000000002,11.55515331355094,14.06515331355094,14.62157072157346,12.766761622156281,18.85676162215628,13.559256093754692,NA,NA,NA,NA,NA,0.0021602451066831244,-6.1375335884076385,-1.2452306899771877,-0.004789348807604568,208.79665277504776
A_up,7/26/10,12:24:56,29.9,NA,18.4,8.58,27.396275,12.325225,8580,4071.3,27.65208704253215,30.16208704253215,30.03075760901998,30.55152917903066,36.641529179030655,25.965441203533672,0.006729122147716945,-5.00131058250841,-0.009294150615364316,-3.57467331360166e-5,NA,0.003027343845946012,-5.800069662415218,-0.9077667639847675,-0.003491410630710644,286.41718370332717
A_up,7/26/10,12:25:26,51.2,NA,32.8,11.64,48.696275,26.725225,11640,7131.3,48.43546983184966,50.94546983184966,51.07257635356476,53.51414045499505,59.60414045499505,44.21556068765653,NA,NA,NA,NA,NA,0.0037475951088861777,-5.5866409490203965,-0.6943380505899457,-0.0026705309638074834,374.45736954656377
A_up,7/26/10,12:25:56,77.6,NA,53.8,16.23,75.09627499999999,47.725224999999995,16230,11721.3,79.61054401582591,82.12054401582591,79.82827954821583,87.95805736894162,94.04805736894163,71.13216913920915,0.006406821342342573,-5.050392021474057,-0.05837558958101141,-2.2452149838850542e-4,4453.916472041485,0.004071666538694513,-5.503702894370463,-0.6113999959400118,-0.0023515384459231225,425.2535193433501
A_up,7/26/10,12:26:26,114,NA,83.9,21.1,111.496275,77.825225,21100,16591.3,112.68736564457632,115.19736564457632,114.59711900166477,124.50312825585227,130.59312825585226,104.6745597586444,0.0067201650865212495,-5.002642558302215,-0.0106261264091696,-4.086971695834462e-5,NA,0.004690724958261258,-5.362168133147254,-0.46986523471680286,-0.001807173979680011,553.3501540217318
A_up,7/26/10,12:26:56,137,NA,91.9,25.67,134.496275,85.825225,25670,21161.3,143.72660072535444,146.23660072535444,141.5429768634727,158.79696274315856,164.88696274315856,123.0979767343732,0.006355766186387415,-5.058392817266959,-0.0663763853739141,-2.552937898996696e-4,3917.0557199726622,0.004055763351022858,-5.50761635980398,-0.6153134613735292,-0.002366590236052035,422.5488573248777
A_up,7/26/10,12:27:26,165,NA,119,29.23,162.496275,112.925225,29230,24721.3,167.90596109462578,170.41596109462577,167.68611624285785,185.5116346851302,191.6016346851302,150.99865736995974,0.0065731282335475885,-5.024765420755506,-0.032748988862461026,-1.2595764947100394e-4,7939.176415245863,0.004567932309385024,-5.388694625174075,-0.4963917267436244,-0.00190919894901394,523.7798818800305
A_up,7/26/10,12:27:56,184,NA,125,32.37,181.496275,118.925225,32369.999999999996,27861.299999999996,189.23270029673589,191.74270029673588,187.8314586393861,209.07457566765572,215.16457566765573,163.99869499010347,0.006514278766604574,-5.0337587780476785,-0.041742346154633125,-1.605474852101274e-4,6228.686788156054,0.004268473653418901,-5.456498973860735,-0.5641960754302842,-0.0021699849055010927,460.83269863532996
A_up,7/26/10,12:28:56,201,NA,126,34.68,198.496275,119.925225,34680,30171.3,204.92211671612264,207.43211671612264,204.1907330412931,226.40909594460925,232.49909594460925,171.15748914091006,0.006578976543934136,-5.023876086178121,-0.031859654285075756,-1.22537131865676e-4,8160.791629236028,0.0039748113273209975,-5.527777996827239,-0.6354750983967881,-0.0024441349938338,409.1427038698172
A_up,7/26/10,12:29:26,200,NA,115,34.47,197.496275,108.925225,34470,29961.3,203.49580613254204,206.00580613254203,202.9806917578822,224.8332304648862,230.92323046488622,162.96064403242244,0.006591712475760398,-5.02194210447422,-0.02992567258117429,-1.1509874069682419e-4,8688.192363755306,0.003635530667894918,-5.617000190235167,-0.7246972918047163,-0.0027872972761719857,358.77048657449933
A_up,7/26/10,12:29:56,196,NA,114,33.54,193.496275,107.925225,33540,29031.3,197.17928783382789,199.68928783382788,197.83604427765482,217.85439762611273,223.94439762611273,159.78004045993,0.006665091642468646,-5.010871575638244,-0.018855143745198255,-7.25197836353779e-5,13789.340644311604,0.0037175470957208257,-5.594691211056324,-0.7023883126258728,-0.0027014935100995105,370.16561256264674
A_up,7/26/10,12:30:56,171,NA,95,30.66,168.496275,88.925225,30660,26151.3,177.61845697329377,180.12845697329377,175.50488922657752,196.24252818991096,202.33252818991096,138.6419495608798,0.006443131890192839,-5.044740538727394,-0.052724106834348916,-2.0278502628595738e-4,4931.330573638359,0.0034004131725765066,-5.683858333397111,-0.7915554349666598,-0.0030444439806409994,328.46720332474393
A_up,7/26/10,12:32:26,136,NA,57.4,24.35,133.496275,51.325224999999996,24350,19841.3,134.7612199142763,137.2712199142763,136.63413156434078,148.8915225848994,154.9815225848994,94.31828770908228,0.00672820203313291,-5.0014473280565,-0.009430896163454605,-3.627267755174848e-5,NA,0.0025867874080831394,-5.957338556161864,-1.0650356577314133,-0.004096290991274666,244.12328180055007
A_up,7/26/10,12:33:56,97.7,NA,44.9,19.2,95.196275,38.825224999999996,19200,14691.3,99.78265084075173,102.29265084075173,99.969955422324,110.24529772502471,116.33529772502472,72.2734727811914,0.006479772041956804,-5.039069947947109,-0.04705351605406349,-1.8097506174639806e-4,5525.623201064624,0.002642735836855826,-5.935940596574654,-1.0436376981442033,-0.004013991146708474,249.12860129749245
A_up,7/26/10,12:35:56,63.7,NA,21.2,14.12,61.196275,15.125225,14120,9611.3,65.2795186284207,67.78951862842071,65.7129541006216,72.12436135839101,78.21436135839102,40.72031999871672,0.006367117351450896,-5.056608446917023,-0.06459201502397782,-2.484308270152993e-4,4025.2653505775124,0.0015736919043209557,-6.454330888730505,-1.562027990300054,-0.006007799962692515,166.45028233460525
A_up,7/26/10,12:38:56,34.1,NA,10.8,9.71,31.596275000000002,4.725225000000001,9710,5201.3,35.32699637322783,37.83699637322783,35.91993285526948,39.03118628420705,45.121186284207056,22.075072182655173,0.006074688058754542,-5.103624639427059,-0.11160820753401346,-4.2926233666928254e-4,2329.5777769817064,9.084699978851443e-4,-7.003748694465152,-2.111445796034701,-0.008120945369364235,123.13837299933556
A_up,7/26/10,12:44:56,13.2,NA,7.04,6.24,10.696275,0.9652250000000002,6240,1731.3000000000002,11.75891196834817,14.26891196834817,13.724053263602405,12.991885262116716,19.081885262116714,11.59036117838015,0.006178175359556402,-5.0867323003699,-0.09471586847685476,-3.6429180183405677e-4,2745.0521668767137,5.575145844163346e-4,-7.492021894584133,-2.5997189961536824,-0.009998919215975701,100.01080900846335
A_up,7/26/10,12:51:56,5.18,NA,7.01,5.32,2.676275,0.935225,5320,811.3000000000002,5.510313221233104,8.020313221233103,6.4455583533149,6.08809363666337,12.17809363666337,9.239504120514814,0.0032987489214840373,-5.714211997093656,-0.7221955652006109,-0.0027776752507715804,360.0132879904592,0.0011527486749661035,-6.765606036332812,-1.8733031379023615,-0.007205012068855237,138.79227271841117
A_up,7/26/10,12:59:56,3.55,NA,6.81,4.7,1.046275,0.7352249999999998,4700,191.30000000000018,1.299301022090341,3.8093010220903407,3.6773657186117217,1.4355384108143763,7.525538410814376,7.158834861738738,0.005469289074751694,-5.208606639047534,-0.2165902071544883,-8.330392582864935e-4,1200.4236175578733,0.0038433089388395145,-5.561421580612446,-0.6691186821819954,-0.002573533393007675,388.5708274534201
